目录编号,视频ID,视频标题,发布时间_格式化,点赞数,分享数,播放数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349845937282089778,[呲牙],白菜白,118398558168477,27,0,2024-03-24 16:36:04,新疆,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349831194881655578,刚抛完秧[看],Maktub,2805546531953997,27,0,2024-03-24 15:38:52,广西,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349861240406213426,一年好景在春耕，视频制作的还想再看下去[呲牙],禾口王,93480201945,27,0,2024-03-24 17:35:28,江苏,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375524612668850963,在股民眼里它叫长江电力[偷笑],刘迪🔥🔥,53209733799667,27,0,2024-06-01 21:22:26,上海,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382900818561647423,我大聊城,阴天快乐,2080701329189064,27,0,2024-06-21 18:25:55,山东,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406701491959350043,人民网，没男朋友怎么办？,洋洋小男孩,55592124745,27,6,2024-08-24 21:44:40,四川,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7429971569634099987,听说今年粮食又增产了啊[大笑],夜 风,742902497290324,27,2,2024-10-26 14:44:30,辽宁,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440848093300572937,今天才看到的，中国的森林面积快到国土的四分之一了,心晨,94985533787403,27,0,2024-11-24 22:10:55,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453442549329871656,那种人不应该判死刑吗？都把她打成那样了，还不能判死刑吗？,孤品,1544138931075032,27,0,2024-12-28 20:43:51,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453431523703653146,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],源遥,72047733095,27,0,2024-12-28 20:01:02,江苏,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453430800215573306,我最亲爱的祖国，请保护妇女儿童,西昌房产 张心月,1371844408511496,27,0,2024-12-28 19:58:13,四川,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453427761551508250,我最亲爱的祖国，请保护妇女儿童,🎀王小姐yumii🎀,95739861546,27,0,2024-12-28 19:46:26,上海,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453417404980511526,严判贺忠阳!,不规则菱星,110119975545,27,0,2024-12-28 19:06:19,北京,
001,7320576816895348005,种地这件事中国人有多牛？中国人种出10亿亩高标准农田！#绘说现代化,2024-01-05 19:36:59,23559,427,946139,L2,7320653826477048586,我们农村的小块耕地何去何从[流泪],徐州老味菜,102781074973,26,1,2024-01-06 00:35:48,青海,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323203395333604096,[比心][比心][比心]，千万别让外国四大粮商操纵粮价[比心][比心][比心],Ralph,65753554144,26,0,2024-01-12 21:29:23,福建,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242516296270644,有科技没错，别太多的很活就行,(≧∇≦)/开心,13553314894,26,0,2024-01-26 11:23:46,北京,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328237964809765647,我们这边山地，用不了这个。,思钱想厚,94828157029,26,0,2024-01-26 11:06:06,福建,
012,7349382897159163188,一年之计在于春，一年好景在春耕。春耕这件事中国人有多认真？#绘说现代化,2024-03-23 10:39:22,26333,3475,1533093,L1,7349840335634481956,[赞][赞][赞],波萝蜜,104102008901,26,0,2024-03-24 16:14:23,江苏,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353991538965709620,组团到沙漠种树[比心][比心][比心],@静听花开@,2293995367830731,26,0,2024-04-04 20:43:06,广西,
017,7361022180467002658,爱读书、读好书、善读书！去年我国人均阅读纸质书4.75本，你看了几本？#绘说现代化,2024-04-23 19:25:42,3504,86,255212,L1,7361045202549228325,跟着董宇辉，去年读了20多本书[玫瑰],一叶💞💞💞,791282209543272,26,0,2024-04-23 20:54:55,江西,
025,7382852856467967243,一条大运河，半部华夏史。中国大运河申遗成功十周年，一起感受穿越千年的世界遗产中国大运河！#何以中国运载千秋  #盛世中华何以中国  #绘说现代化,2024-06-21 15:19:50,95933,8621,2856309,L1,7382900616672101147,新世纪，平陆大运河,ABCD.,716512082006749,26,0,2024-06-21 18:25:05,广西,
028,7391385791232068904,投入联合收割机60多万台，小麦机收占比超98%！点赞中国夏收的科技范儿👍#绘说现代化,2024-07-14 15:12:13,8639,363,397083,L1,7391398540411519755,这种场景好治愈，国泰民安，大丰收[赞],湖南优冠塑胶跑道厂家郑玄,3156026293230777,26,0,2024-07-14 16:01:26,湖南,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430290753978549026,现在地都快1000块钱一亩了 种什么能挣钱啊,用户7195376166125,52275206904,26,2,2024-10-27 11:23:03,黑龙江,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453420697998721850,我最亲爱的祖国，请保护妇女儿童,晚上睡不着,1125538705976091,26,0,2024-12-28 19:19:01,新疆,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453435778665825074,结婚证不应成为丈夫殴打妻子的护身符！,Ayang,94219380006,26,0,2024-12-28 20:17:35,甘肃,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L1,7546847692820349754,招点云南人[绿帽子][绿帽子],给你两锭子,109690862731,26,10,2025-09-06 13:43:28,新疆,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323460602943341364,原生态的就是最好,功夫蛇,113946985250391,25,0,2024-01-13 14:07:30,浙江,
002,7323196776314457395,为了吃好饭中国人有多认真？我国种业科技已处于世界先进水平！#绘说现代化,2024-01-12 21:03:47,35042,2981,1453380,L2,7323465612805669672,农业是民生的根本,麟麟,2691212728872711,25,0,2024-01-13 14:26:58,山西,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354123326711218994,卫星的上帝视角看绿色植物种植。绿化从我做起，正能量走起[机智],咩,84593561217,25,0,2024-04-05 05:14:47,辽宁,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7354031594267869963,是为了照顾后代。,珍惜眼前人,294287568015444,25,0,2024-04-04 23:18:36,广东,
014,7353867736360996148,种树这件事中国有多努力？卫星视角看中国种出绿色奇迹🌳 #绘说现代化#捉春天大会,2024-04-04 12:42:48,39102,6609,1837677,L1,7353994675630392105,植树造林，造福子孙后代,岚岚,103514312836,25,0,2024-04-04 20:55:17,湖北,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375516781445645108,早几年前在湖北吃回鱼，味道鲜美，很好吃[赞][赞][赞][赞][赞][赞],江哥儿,2375366023329488,25,0,2024-06-01 20:52:02,广东,
022,7375336861302033698,6座大型水电站，跨越1800多公里…数说世界最大清洁能源走廊👍 #绘说现代化,2024-06-01 12:00:00,31344,5444,1541046,L1,7375521409269695284,电费还是不便宜[捂脸],用户770586安逸,103596270084,25,1,2024-06-01 21:10:01,江苏,
024,7380899170124565795,累计开行突破90000列！飞驰吧，中欧班列～ #绘说现代化,2024-06-16 08:58:36,5555,471,392398,L1,7380900360464139043,国家战略十多年前就想到了这天！国家智囊团是世界之最。太强了,放开那萌比,3965279599599881,25,1,2024-06-16 09:03:06,江苏,
026,7386225241367924003,“桂”在开放！66秒看广西如何向新而行🔥 #绘说现代化,2024-06-30 17:26:29,29431,454,440935,L1,7386294403277669174,广西人挺起来啊，给人民网为我们广西的报道进行点赞,听说名字长会慢慢变得更帅,1842401942177052,25,0,2024-06-30 21:54:44,广东,
026,7386225241367924003,“桂”在开放！66秒看广西如何向新而行🔥 #绘说现代化,2024-06-30 17:26:29,29431,454,440935,L1,7386234297718440744,秀丽广西欢迎您,壹九玖九,690125936015069,25,0,2024-06-30 18:01:32,广东,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398822578956043020,中国现在也是强国了，发展的太好了，相信不久的将来中国一定是世界第一。[赞][赞][赞],妞妞,1042791353030603,25,0,2024-08-03 16:10:29,山西,
031,7398734116654468367,暑期旅游，“热”力十足；新型消费，不断拓展！80秒看活力中国潜力十足🔥#绘说现代化,2024-08-03 10:27:20,9139,940,715977,L1,7398766739586401076,孔孟之乡，齐鲁荣耀，懂？[动动脑子],🌟🌟🌟,1486171084166795,25,0,2024-08-03 12:33:47,上海,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406605487209497363,怎么看待哈里斯的言论,方得始终，不忘初心,97931392823,25,1,2024-08-24 15:32:09,江苏,
034,7406599046112005428,累计调水740多亿立方米！90秒看南水北调工程有多牛👍 #绘说现代化,2024-08-24 15:07:19,14117,1155,686701,L1,7406600323295380263,共饮一江水，同是华夏魂！,@感恩遇见,4322913845249611,25,0,2024-08-24 15:12:07,湖北,
043,7429939082479881487,茂名的荔枝、枣庄的石榴、东山的海鲜…90秒看中国农业大有可为！#绘说现代化,2024-10-26 12:43:15,8887,1275,545252,L1,7430307345164485376,读农业的人欲仙欲死，直接润了[黑脸][黑脸][黑脸][黑脸],翟天临，我终于能睡个好觉了 🍄🍄,470233349632571,25,0,2024-10-27 12:27:26,新西兰,
044,7432554739042176308,设备“更新”产业“焕新”！100秒看“两新”工作新在哪🔥 #绘说现代化,2024-11-02 13:48:44,17898,4175,1012916,L1,7432673536202900282,让世界爱上中国激光[一起加油][一起加油],牛顿的激光剑,102252341385,25,0,2024-11-02 21:29:29,广东,
047,7440437279287561506,应对气候变化，中国在行动！80秒感受中国式现代化的磅礴力量！#绘说现代化,2024-11-23 19:37:05,20211,3649,1210905,L1,7440837852374876938,今年是暖冬吗,新歌穿搭,99312582638,25,1,2024-11-24 21:31:10,辽宁,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453410305507410698,科技强国，祖国繁荣昌盛[比心][比心][比心]爱我大国🇨🇳,F小言午,54679817970,25,0,2024-12-28 18:38:41,广东,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453408849426350858,什么人都能使用天网定位吗？,(‾^‾)ง⁼³₌₃,73798531140,25,0,2024-12-28 18:33:06,北京,
052,7453401499742342454,现在的中国航天有多强？综合实力不断提升，太空探索范围更深更广！一起感受❤️#绘说现代化,2024-12-28 18:05:09,6877,147,518799,L1,7453420330494329650,11年,梦,95954000485,25,0,2024-12-28 19:17:38,上海,
063,7481851479289122111,一年春作首，奋进正当时！卫星视角看奋进的春天！ #绘说现代化,2025-03-15 10:05:25,5137,419,415686,L1,7482367253578924857,精彩万千祖国繁荣昌盛，富强和谐。祝我们祖国越来越好[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],晨曦,3346551270554536,25,1,2025-03-16 19:26:27,河北,
088,7546788333142560026,国土面积只占全国约4%，却蕴藏了全国约20%的绿色能源！彩云之南，绿能澎湃！#绘说现代化,2025-09-06 09:53:07,35651,2152,757023,L2,7546912125625795385,太扎心了,暂时没有想到喜欢的名字,782450046798766,25,0,2025-09-06 17:53:30,云南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242698786964264,科技兴农[赞][赞][赞],墨言,106113246532,24,0,2024-01-26 11:24:29,贵州,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328242616011670323,科技改变生活，不错不错[赞],飞花,76216638830,24,0,2024-01-26 11:24:09,云南,
004,7328196474980797715,科技让会种地变成慧种地！全国农作物耕种收综合机械化率已超过73% #绘说现代化,2024-01-26 08:25:26,21792,7226,1160108,L1,7328278196065927999,节省劳动力，提高效率,用户3946632222164,312702307934775,24,0,2024-01-26 13:42:12,山西,
